"","species_id","genus","species","year","plot_id","plot_type"
"130","NL","Neotoma","albigula",1998,2,"Control"
"131","NL","Neotoma","albigula",1998,2,"Control"
"132","NL","Neotoma","albigula",1998,2,"Control"
"133","NL","Neotoma","albigula",1998,2,"Control"
"134","NL","Neotoma","albigula",1998,2,"Control"
"135","NL","Neotoma","albigula",1998,2,"Control"
"136","NL","Neotoma","albigula",1998,2,"Control"
"137","NL","Neotoma","albigula",1998,2,"Control"
"138","NL","Neotoma","albigula",1998,2,"Control"
"139","NL","Neotoma","albigula",1998,2,"Control"
"140","NL","Neotoma","albigula",1999,2,"Control"
"141","NL","Neotoma","albigula",1999,2,"Control"
"142","NL","Neotoma","albigula",1999,2,"Control"
"143","NL","Neotoma","albigula",1999,2,"Control"
"144","NL","Neotoma","albigula",1999,2,"Control"
"145","NL","Neotoma","albigula",1999,2,"Control"
"146","NL","Neotoma","albigula",1999,2,"Control"
"147","NL","Neotoma","albigula",1999,2,"Control"
"148","NL","Neotoma","albigula",1999,2,"Control"
"149","NL","Neotoma","albigula",2000,2,"Control"
"150","NL","Neotoma","albigula",2000,2,"Control"
"151","NL","Neotoma","albigula",2000,2,"Control"
"152","NL","Neotoma","albigula",2000,2,"Control"
"153","NL","Neotoma","albigula",2000,2,"Control"
"154","NL","Neotoma","albigula",2000,2,"Control"
"155","NL","Neotoma","albigula",2000,2,"Control"
"156","NL","Neotoma","albigula",2000,2,"Control"
"157","NL","Neotoma","albigula",2000,2,"Control"
"158","NL","Neotoma","albigula",2000,2,"Control"
"159","NL","Neotoma","albigula",2000,2,"Control"
"160","NL","Neotoma","albigula",2001,2,"Control"
"161","NL","Neotoma","albigula",2001,2,"Control"
"162","NL","Neotoma","albigula",2001,2,"Control"
"163","NL","Neotoma","albigula",2001,2,"Control"
"164","NL","Neotoma","albigula",2001,2,"Control"
"165","NL","Neotoma","albigula",2001,2,"Control"
"166","NL","Neotoma","albigula",2001,2,"Control"
"167","NL","Neotoma","albigula",2001,2,"Control"
"168","NL","Neotoma","albigula",2001,2,"Control"
"169","NL","Neotoma","albigula",2001,2,"Control"
"170","NL","Neotoma","albigula",2001,2,"Control"
"171","NL","Neotoma","albigula",2001,2,"Control"
"172","NL","Neotoma","albigula",2002,2,"Control"
"173","NL","Neotoma","albigula",2002,2,"Control"
"174","NL","Neotoma","albigula",2002,2,"Control"
"175","NL","Neotoma","albigula",2002,2,"Control"
"176","NL","Neotoma","albigula",2002,2,"Control"
"177","NL","Neotoma","albigula",2002,2,"Control"
"178","NL","Neotoma","albigula",2002,2,"Control"
"179","NL","Neotoma","albigula",2002,2,"Control"
"180","NL","Neotoma","albigula",2002,2,"Control"
"181","NL","Neotoma","albigula",2002,2,"Control"
"182","DM","Dipodomys","merriami",1977,2,"Control"
"183","DM","Dipodomys","merriami",1977,2,"Control"
"184","DM","Dipodomys","merriami",1977,2,"Control"
"185","DM","Dipodomys","merriami",1977,2,"Control"
"186","DM","Dipodomys","merriami",1977,2,"Control"
"187","DM","Dipodomys","merriami",1977,2,"Control"
"188","DM","Dipodomys","merriami",1977,2,"Control"
"189","DM","Dipodomys","merriami",1977,2,"Control"
"190","DM","Dipodomys","merriami",1977,2,"Control"
"191","DM","Dipodomys","merriami",1977,2,"Control"
"192","DM","Dipodomys","merriami",1977,2,"Control"
"193","DM","Dipodomys","merriami",1977,2,"Control"
"194","DM","Dipodomys","merriami",1977,2,"Control"
"195","DM","Dipodomys","merriami",1977,2,"Control"
"196","DM","Dipodomys","merriami",1977,2,"Control"
"197","DM","Dipodomys","merriami",1977,2,"Control"
"198","DM","Dipodomys","merriami",1978,2,"Control"
"199","DM","Dipodomys","merriami",1978,2,"Control"
"200","DM","Dipodomys","merriami",1978,2,"Control"
"201","DM","Dipodomys","merriami",1978,2,"Control"
"202","DM","Dipodomys","merriami",1978,2,"Control"
"203","DM","Dipodomys","merriami",1978,2,"Control"
"204","DM","Dipodomys","merriami",1978,2,"Control"
"205","DM","Dipodomys","merriami",1978,2,"Control"
"206","DM","Dipodomys","merriami",1978,2,"Control"
"207","DM","Dipodomys","merriami",1978,2,"Control"
"208","DM","Dipodomys","merriami",1978,2,"Control"
"209","DM","Dipodomys","merriami",1978,2,"Control"
"210","DM","Dipodomys","merriami",1978,2,"Control"
"211","DM","Dipodomys","merriami",1978,2,"Control"
"212","DM","Dipodomys","merriami",1978,2,"Control"
"213","DM","Dipodomys","merriami",1978,2,"Control"
"214","DM","Dipodomys","merriami",1978,2,"Control"
"215","DM","Dipodomys","merriami",1978,2,"Control"
"216","DM","Dipodomys","merriami",1978,2,"Control"
"217","DM","Dipodomys","merriami",1978,2,"Control"
"218","DM","Dipodomys","merriami",1978,2,"Control"
"219","DM","Dipodomys","merriami",1978,2,"Control"
"220","DM","Dipodomys","merriami",1978,2,"Control"
"221","DM","Dipodomys","merriami",1978,2,"Control"
"222","DM","Dipodomys","merriami",1978,2,"Control"
"223","DM","Dipodomys","merriami",1978,2,"Control"
"224","DM","Dipodomys","merriami",1978,2,"Control"
"225","DM","Dipodomys","merriami",1978,2,"Control"
"226","DM","Dipodomys","merriami",1978,2,"Control"
"227","DM","Dipodomys","merriami",1978,2,"Control"
"228","DM","Dipodomys","merriami",1978,2,"Control"
"229","DM","Dipodomys","merriami",1978,2,"Control"
"230","DM","Dipodomys","merriami",1978,2,"Control"
"231","DM","Dipodomys","merriami",1978,2,"Control"
"232","DM","Dipodomys","merriami",1978,2,"Control"
"233","DM","Dipodomys","merriami",1978,2,"Control"
"234","DM","Dipodomys","merriami",1978,2,"Control"
"235","DM","Dipodomys","merriami",1978,2,"Control"
"236","DM","Dipodomys","merriami",1979,2,"Control"
"237","DM","Dipodomys","merriami",1979,2,"Control"
"238","DM","Dipodomys","merriami",1979,2,"Control"
"239","DM","Dipodomys","merriami",1979,2,"Control"
"240","DM","Dipodomys","merriami",1979,2,"Control"
"241","DM","Dipodomys","merriami",1979,2,"Control"
"242","DM","Dipodomys","merriami",1979,2,"Control"
"243","DM","Dipodomys","merriami",1979,2,"Control"
"244","DM","Dipodomys","merriami",1979,2,"Control"
"245","DM","Dipodomys","merriami",1979,2,"Control"
"246","DM","Dipodomys","merriami",1979,2,"Control"
"247","DM","Dipodomys","merriami",1979,2,"Control"
"248","DM","Dipodomys","merriami",1979,2,"Control"
"249","DM","Dipodomys","merriami",1979,2,"Control"
"250","DM","Dipodomys","merriami",1979,2,"Control"
"251","DM","Dipodomys","merriami",1979,2,"Control"
"252","DM","Dipodomys","merriami",1979,2,"Control"
"253","DM","Dipodomys","merriami",1979,2,"Control"
"254","DM","Dipodomys","merriami",1980,2,"Control"
"255","DM","Dipodomys","merriami",1980,2,"Control"
"256","DM","Dipodomys","merriami",1980,2,"Control"
"257","DM","Dipodomys","merriami",1980,2,"Control"
"258","DM","Dipodomys","merriami",1980,2,"Control"
"259","DM","Dipodomys","merriami",1980,2,"Control"
"260","DM","Dipodomys","merriami",1980,2,"Control"
"261","DM","Dipodomys","merriami",1980,2,"Control"
"262","DM","Dipodomys","merriami",1980,2,"Control"
"263","DM","Dipodomys","merriami",1980,2,"Control"
"264","DM","Dipodomys","merriami",1980,2,"Control"
"265","DM","Dipodomys","merriami",1980,2,"Control"
"266","DM","Dipodomys","merriami",1980,2,"Control"
"267","DM","Dipodomys","merriami",1980,2,"Control"
"268","DM","Dipodomys","merriami",1980,2,"Control"
"269","DM","Dipodomys","merriami",1980,2,"Control"
"270","DM","Dipodomys","merriami",1980,2,"Control"
"271","DM","Dipodomys","merriami",1980,2,"Control"
"272","DM","Dipodomys","merriami",1980,2,"Control"
"273","DM","Dipodomys","merriami",1980,2,"Control"
"274","DM","Dipodomys","merriami",1980,2,"Control"
"275","DM","Dipodomys","merriami",1980,2,"Control"
"276","DM","Dipodomys","merriami",1980,2,"Control"
"277","DM","Dipodomys","merriami",1980,2,"Control"
"278","DM","Dipodomys","merriami",1980,2,"Control"
"279","DM","Dipodomys","merriami",1980,2,"Control"
"280","DM","Dipodomys","merriami",1980,2,"Control"
"281","DM","Dipodomys","merriami",1980,2,"Control"
"282","DM","Dipodomys","merriami",1980,2,"Control"
"283","DM","Dipodomys","merriami",1980,2,"Control"
"284","DM","Dipodomys","merriami",1980,2,"Control"
"285","DM","Dipodomys","merriami",1980,2,"Control"
"286","DM","Dipodomys","merriami",1980,2,"Control"
"287","DM","Dipodomys","merriami",1980,2,"Control"
"288","DM","Dipodomys","merriami",1980,2,"Control"
"289","DM","Dipodomys","merriami",1980,2,"Control"
"290","DM","Dipodomys","merriami",1980,2,"Control"
"291","DM","Dipodomys","merriami",1980,2,"Control"
"292","DM","Dipodomys","merriami",1980,2,"Control"
"293","DM","Dipodomys","merriami",1980,2,"Control"
"294","DM","Dipodomys","merriami",1980,2,"Control"
"295","DM","Dipodomys","merriami",1980,2,"Control"
"296","DM","Dipodomys","merriami",1980,2,"Control"
"297","DM","Dipodomys","merriami",1980,2,"Control"
"298","DM","Dipodomys","merriami",1980,2,"Control"
"299","DM","Dipodomys","merriami",1980,2,"Control"
"300","DM","Dipodomys","merriami",1980,2,"Control"
"301","DM","Dipodomys","merriami",1981,2,"Control"
"302","DM","Dipodomys","merriami",1981,2,"Control"
"303","DM","Dipodomys","merriami",1981,2,"Control"
"304","DM","Dipodomys","merriami",1981,2,"Control"
"305","DM","Dipodomys","merriami",1981,2,"Control"
"306","DM","Dipodomys","merriami",1981,2,"Control"
"307","DM","Dipodomys","merriami",1981,2,"Control"
"308","DM","Dipodomys","merriami",1981,2,"Control"
"309","DM","Dipodomys","merriami",1981,2,"Control"
"310","DM","Dipodomys","merriami",1981,2,"Control"
"311","DM","Dipodomys","merriami",1981,2,"Control"
"312","DM","Dipodomys","merriami",1981,2,"Control"
"313","DM","Dipodomys","merriami",1981,2,"Control"
"314","DM","Dipodomys","merriami",1981,2,"Control"
"315","DM","Dipodomys","merriami",1981,2,"Control"
"316","DM","Dipodomys","merriami",1981,2,"Control"
"317","DM","Dipodomys","merriami",1981,2,"Control"
"318","DM","Dipodomys","merriami",1981,2,"Control"
"319","DM","Dipodomys","merriami",1981,2,"Control"
"320","DM","Dipodomys","merriami",1981,2,"Control"
"321","DM","Dipodomys","merriami",1981,2,"Control"
"322","DM","Dipodomys","merriami",1981,2,"Control"
"323","DM","Dipodomys","merriami",1981,2,"Control"
"324","DM","Dipodomys","merriami",1981,2,"Control"
"325","DM","Dipodomys","merriami",1981,2,"Control"
"326","DM","Dipodomys","merriami",1981,2,"Control"
"327","DM","Dipodomys","merriami",1981,2,"Control"
"328","DM","Dipodomys","merriami",1981,2,"Control"
"329","DM","Dipodomys","merriami",1981,2,"Control"
"330","DM","Dipodomys","merriami",1981,2,"Control"
"331","DM","Dipodomys","merriami",1981,2,"Control"
"332","DM","Dipodomys","merriami",1981,2,"Control"
"333","DM","Dipodomys","merriami",1981,2,"Control"
"334","DM","Dipodomys","merriami",1981,2,"Control"
"335","DM","Dipodomys","merriami",1981,2,"Control"
"336","DM","Dipodomys","merriami",1981,2,"Control"
"337","DM","Dipodomys","merriami",1981,2,"Control"
"338","DM","Dipodomys","merriami",1982,2,"Control"
"339","DM","Dipodomys","merriami",1982,2,"Control"
"340","DM","Dipodomys","merriami",1982,2,"Control"
"341","DM","Dipodomys","merriami",1982,2,"Control"
"342","DM","Dipodomys","merriami",1982,2,"Control"
"343","DM","Dipodomys","merriami",1982,2,"Control"
"344","DM","Dipodomys","merriami",1982,2,"Control"
"345","DM","Dipodomys","merriami",1982,2,"Control"
"346","DM","Dipodomys","merriami",1982,2,"Control"
"347","DM","Dipodomys","merriami",1982,2,"Control"
"348","DM","Dipodomys","merriami",1982,2,"Control"
"349","DM","Dipodomys","merriami",1982,2,"Control"
"350","DM","Dipodomys","merriami",1982,2,"Control"
"351","DM","Dipodomys","merriami",1982,2,"Control"
"352","DM","Dipodomys","merriami",1982,2,"Control"
"353","DM","Dipodomys","merriami",1982,2,"Control"
"354","DM","Dipodomys","merriami",1982,2,"Control"
"355","DM","Dipodomys","merriami",1982,2,"Control"
"356","DM","Dipodomys","merriami",1982,2,"Control"
"357","DM","Dipodomys","merriami",1982,2,"Control"
"358","DM","Dipodomys","merriami",1982,2,"Control"
"359","DM","Dipodomys","merriami",1982,2,"Control"
"360","DM","Dipodomys","merriami",1983,2,"Control"
"361","DM","Dipodomys","merriami",1983,2,"Control"
"362","DM","Dipodomys","merriami",1983,2,"Control"
"363","DM","Dipodomys","merriami",1983,2,"Control"
"364","DM","Dipodomys","merriami",1983,2,"Control"
"365","DM","Dipodomys","merriami",1983,2,"Control"
"366","DM","Dipodomys","merriami",1983,2,"Control"
"367","DM","Dipodomys","merriami",1983,2,"Control"
"368","DM","Dipodomys","merriami",1983,2,"Control"
"369","DM","Dipodomys","merriami",1983,2,"Control"
"370","DM","Dipodomys","merriami",1983,2,"Control"
"371","DM","Dipodomys","merriami",1983,2,"Control"
"372","DM","Dipodomys","merriami",1983,2,"Control"
"373","DM","Dipodomys","merriami",1983,2,"Control"
"374","DM","Dipodomys","merriami",1983,2,"Control"
"375","DM","Dipodomys","merriami",1983,2,"Control"
"376","DM","Dipodomys","merriami",1983,2,"Control"
"377","DM","Dipodomys","merriami",1983,2,"Control"
"378","DM","Dipodomys","merriami",1983,2,"Control"
"379","DM","Dipodomys","merriami",1983,2,"Control"
"380","DM","Dipodomys","merriami",1983,2,"Control"
"381","DM","Dipodomys","merriami",1984,2,"Control"
"382","DM","Dipodomys","merriami",1984,2,"Control"
"383","DM","Dipodomys","merriami",1984,2,"Control"
"384","DM","Dipodomys","merriami",1984,2,"Control"
"385","DM","Dipodomys","merriami",1984,2,"Control"
"386","DM","Dipodomys","merriami",1984,2,"Control"
"387","DM","Dipodomys","merriami",1984,2,"Control"
"388","DM","Dipodomys","merriami",1984,2,"Control"
"389","DM","Dipodomys","merriami",1984,2,"Control"
"390","DM","Dipodomys","merriami",1984,2,"Control"
"391","DM","Dipodomys","merriami",1984,2,"Control"
"392","DM","Dipodomys","merriami",1984,2,"Control"
"393","DM","Dipodomys","merriami",1984,2,"Control"
"394","DM","Dipodomys","merriami",1984,2,"Control"
"395","DM","Dipodomys","merriami",1985,2,"Control"
"396","DM","Dipodomys","merriami",1985,2,"Control"
"397","DM","Dipodomys","merriami",1985,2,"Control"
"398","DM","Dipodomys","merriami",1985,2,"Control"
"399","DM","Dipodomys","merriami",1985,2,"Control"
"400","DM","Dipodomys","merriami",1985,2,"Control"
"401","DM","Dipodomys","merriami",1985,2,"Control"
"402","DM","Dipodomys","merriami",1985,2,"Control"
"403","DM","Dipodomys","merriami",1985,2,"Control"
"404","DM","Dipodomys","merriami",1985,2,"Control"
"405","DM","Dipodomys","merriami",1985,2,"Control"
"406","DM","Dipodomys","merriami",1985,2,"Control"
"407","DM","Dipodomys","merriami",1985,2,"Control"
"408","DM","Dipodomys","merriami",1985,2,"Control"
"409","DM","Dipodomys","merriami",1985,2,"Control"
"410","DM","Dipodomys","merriami",1985,2,"Control"
"411","DM","Dipodomys","merriami",1985,2,"Control"
"412","DM","Dipodomys","merriami",1985,2,"Control"
"413","DM","Dipodomys","merriami",1985,2,"Control"
"414","DM","Dipodomys","merriami",1985,2,"Control"
"415","DM","Dipodomys","merriami",1985,2,"Control"
"416","DM","Dipodomys","merriami",1985,2,"Control"
"417","DM","Dipodomys","merriami",1985,2,"Control"
"418","DM","Dipodomys","merriami",1985,2,"Control"
"419","DM","Dipodomys","merriami",1985,2,"Control"
"420","DM","Dipodomys","merriami",1985,2,"Control"
"421","DM","Dipodomys","merriami",1985,2,"Control"
"422","DM","Dipodomys","merriami",1985,2,"Control"
"423","DM","Dipodomys","merriami",1985,2,"Control"
"424","DM","Dipodomys","merriami",1985,2,"Control"
"425","DM","Dipodomys","merriami",1985,2,"Control"
"426","DM","Dipodomys","merriami",1985,2,"Control"
"427","DM","Dipodomys","merriami",1985,2,"Control"
"428","DM","Dipodomys","merriami",1985,2,"Control"
"429","DM","Dipodomys","merriami",1985,2,"Control"
"430","DM","Dipodomys","merriami",1985,2,"Control"
"431","DM","Dipodomys","merriami",1985,2,"Control"
"432","DM","Dipodomys","merriami",1985,2,"Control"
"433","DM","Dipodomys","merriami",1985,2,"Control"
"434","DM","Dipodomys","merriami",1985,2,"Control"
"435","DM","Dipodomys","merriami",1985,2,"Control"
"436","DM","Dipodomys","merriami",1985,2,"Control"
"437","DM","Dipodomys","merriami",1985,2,"Control"
"438","DM","Dipodomys","merriami",1985,2,"Control"
"439","DM","Dipodomys","merriami",1985,2,"Control"
"440","DM","Dipodomys","merriami",1985,2,"Control"
"441","DM","Dipodomys","merriami",1985,2,"Control"
"442","DM","Dipodomys","merriami",1985,2,"Control"
"443","DM","Dipodomys","merriami",1985,2,"Control"
"444","DM","Dipodomys","merriami",1985,2,"Control"
"445","DM","Dipodomys","merriami",1985,2,"Control"
"446","DM","Dipodomys","merriami",1985,2,"Control"
"447","DM","Dipodomys","merriami",1985,2,"Control"
"448","DM","Dipodomys","merriami",1985,2,"Control"
"449","DM","Dipodomys","merriami",1985,2,"Control"
"450","DM","Dipodomys","merriami",1985,2,"Control"
"451","DM","Dipodomys","merriami",1985,2,"Control"
"452","DM","Dipodomys","merriami",1985,2,"Control"
"453","DM","Dipodomys","merriami",1986,2,"Control"
"454","DM","Dipodomys","merriami",1986,2,"Control"
"455","DM","Dipodomys","merriami",1986,2,"Control"
"456","DM","Dipodomys","merriami",1986,2,"Control"
"457","DM","Dipodomys","merriami",1986,2,"Control"
"458","DM","Dipodomys","merriami",1986,2,"Control"
"459","DM","Dipodomys","merriami",1986,2,"Control"
"460","DM","Dipodomys","merriami",1986,2,"Control"
"461","DM","Dipodomys","merriami",1986,2,"Control"
"462","DM","Dipodomys","merriami",1986,2,"Control"
"463","DM","Dipodomys","merriami",1986,2,"Control"
"464","DM","Dipodomys","merriami",1986,2,"Control"
"465","DM","Dipodomys","merriami",1986,2,"Control"
"466","DM","Dipodomys","merriami",1986,2,"Control"
"467","DM","Dipodomys","merriami",1986,2,"Control"
"468","DM","Dipodomys","merriami",1986,2,"Control"
"469","DM","Dipodomys","merriami",1986,2,"Control"
"470","DM","Dipodomys","merriami",1986,2,"Control"
"471","DM","Dipodomys","merriami",1986,2,"Control"
"472","DM","Dipodomys","merriami",1986,2,"Control"
"473","DM","Dipodomys","merriami",1986,2,"Control"
"474","DM","Dipodomys","merriami",1986,2,"Control"
"475","DM","Dipodomys","merriami",1986,2,"Control"
"476","DM","Dipodomys","merriami",1986,2,"Control"
"477","DM","Dipodomys","merriami",1986,2,"Control"
"478","DM","Dipodomys","merriami",1986,2,"Control"
"479","DM","Dipodomys","merriami",1986,2,"Control"
"480","DM","Dipodomys","merriami",1986,2,"Control"
"481","DM","Dipodomys","merriami",1986,2,"Control"
"482","DM","Dipodomys","merriami",1986,2,"Control"
"483","DM","Dipodomys","merriami",1986,2,"Control"
"484","DM","Dipodomys","merriami",1986,2,"Control"
"485","DM","Dipodomys","merriami",1986,2,"Control"
"486","DM","Dipodomys","merriami",1986,2,"Control"
"487","DM","Dipodomys","merriami",1986,2,"Control"
"488","DM","Dipodomys","merriami",1987,2,"Control"
"489","DM","Dipodomys","merriami",1987,2,"Control"
"490","DM","Dipodomys","merriami",1987,2,"Control"
"491","DM","Dipodomys","merriami",1987,2,"Control"
"492","DM","Dipodomys","merriami",1987,2,"Control"
"493","DM","Dipodomys","merriami",1987,2,"Control"
"494","DM","Dipodomys","merriami",1987,2,"Control"
"495","DM","Dipodomys","merriami",1987,2,"Control"
"496","DM","Dipodomys","merriami",1987,2,"Control"
"497","DM","Dipodomys","merriami",1987,2,"Control"
"498","DM","Dipodomys","merriami",1987,2,"Control"
"499","DM","Dipodomys","merriami",1987,2,"Control"
"500","DM","Dipodomys","merriami",1987,2,"Control"
"501","DM","Dipodomys","merriami",1987,2,"Control"
"502","DM","Dipodomys","merriami",1987,2,"Control"
"503","DM","Dipodomys","merriami",1987,2,"Control"
"504","DM","Dipodomys","merriami",1987,2,"Control"
"505","DM","Dipodomys","merriami",1987,2,"Control"
"506","DM","Dipodomys","merriami",1987,2,"Control"
"507","DM","Dipodomys","merriami",1987,2,"Control"
"508","DM","Dipodomys","merriami",1987,2,"Control"
"509","DM","Dipodomys","merriami",1987,2,"Control"
"510","DM","Dipodomys","merriami",1987,2,"Control"
"511","DM","Dipodomys","merriami",1988,2,"Control"
"512","DM","Dipodomys","merriami",1988,2,"Control"
"513","DM","Dipodomys","merriami",1988,2,"Control"
"514","DM","Dipodomys","merriami",1988,2,"Control"
"515","DM","Dipodomys","merriami",1988,2,"Control"
"516","DM","Dipodomys","merriami",1988,2,"Control"
"517","DM","Dipodomys","merriami",1988,2,"Control"
"518","DM","Dipodomys","merriami",1988,2,"Control"
"519","DM","Dipodomys","merriami",1988,2,"Control"
"520","DM","Dipodomys","merriami",1988,2,"Control"
"521","DM","Dipodomys","merriami",1988,2,"Control"
"522","DM","Dipodomys","merriami",1988,2,"Control"
"523","DM","Dipodomys","merriami",1988,2,"Control"
